method,page,para_index,source,text
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Across our portfolio, innovation reinforced our growth platforms in 2014. Increasingly, science-based innovation enables us to improve the quality of people's lives with new ideas, products and solutions."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We introduced a new lactose free infant formula with probiotic L. reuteri that helps infants recover from diarrhoea.
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We rolled out new organic fruit purée pouches for infants, combining good nutrition with convenience."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In South East Asia we launched new premium noodles designed for growing urban populations. Maggi 'so Tender from the Pan', the unique seasoning paper that can be used to cook meat without oil, was rolled out to new markets."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Skin Health offered people innovative ways to protect, nourish and enhance their skin health over the course of their lives."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our expertise in beverage systems ensured a good response from consumers in North America to Nespresso's new VertuoLine system.
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"By the end of 2014, Nescafé Dolce Gusto, the fastest growing coffee system business in the world, was being sold in more than 70 countries."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,In Japan we started using humanoid robots to sell Nescafé Dolce Gusto and Nescafé Gold Blend Barista coffee machines.
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Across the globe, our petcare business benefited from an innovation pipeline that delivered new products with proven benefits based on good nutrition."
text,17,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Some of these highlights are detailed on the following pages.
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Product range Nestlé Skin Health has a range of products that protect, nourish and enhance skin health and, when needed, treat, correct and restore damaged skin over the course of people's lives."
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Skin research Nestlé Skin Health is supported by five research and development centres around the world in France, Japan, Sweden, Switzerland, and the United States."
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Skin health, clear ahead Nestlé Skin Health's unique holistic approach will help to protect, nourish and enhance skin health, while working to preserve and, when needed, to treat, correct and restore damaged skin back to its healthy state."
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The skin is the largest organ in the human body and it is respon sible for safeguarding our health.
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Longer lifespans will mean good skin care will become more important if we are to extend a good quality of life to those of all ages.
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Seven out of ten people are affected by a skin disease at some point in their life.
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé Skin Health's goal is to be recognised as the leading company in skin health.
text,18,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Created in 2014, it focuses on the CHF 130 billion health-conscious segment of the growing and promising global skincare market that was worth CHF 245 billion in 2013."
text,18,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It provides prescription drugs, self-medication, therapeutic skin care and aesthetic and corrective medicine, with innovative products from moisturisers to sunscreen, from medical aesthetic procedures to medicines used to treat serious conditions such as skin cancer."
text,18,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Skin Health's vision is to enhance the quality of life by delivering science-based solutions for the health of skin, hair and nails over the course of people's lives."
text,20,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We look at our skin and it influences our self-view and well-being. Other people look at our skin and it shapes their perception of who we are.
text,20,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The skin is the largest organ in the human body and it is responsible for safeguarding our health.
text,20,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Because our skin is our interface with the world, healthy skin leads to improved well-being."
text,20,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Given the importance of skin in each of our daily lives, Nestlé Skin Health's focus on science-based solutions is a way to enhance the quality of people's lives."
text,20,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our focus is to provide a complete range of innovative products and solutions, and to make them available everywhere people go, so we are there, every day, to help protect, nourish and enhance, treat, correct and restore the health of your skin."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Breast is best We firmly believe that breastfeeding is best for babies and fully support the World Health Organization's recommendation on breastfeeding.
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We also provide a conducive environment for our employees to breastfeed, such as through flexible work arrangements."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Start Healthy Stay Healthy: nurturing a healthier generation together We provide high-quality, innovative, scienceproven nutrition for mothers and infants."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The importance of the right nutrition and feeding practices during the first 1000 days of life, from conception to a child's second birthday, is now widely accepted by the public health community."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our Start Healthy Stay Healthy programme is dedicated to supporting mothers and caregivers to get nutrition right in the first 1000 days.
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Good nutrition is crucial for health, growth and development, and establishing the right feeding practices in early childhood also supports the establishment of good eating habits."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We promote and support breastfeeding which is the best start a baby can have in life.
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Where breastfeeding is not possible, we provide breast-milk substitutes. In addition, we have developed science-based nutritional solutions for infants with specific medical needs, who are unable to absorb, digest or metabolise standard infant formulas and are at risk of death or abnormal development without access to these products."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We also provide a range of complementary foods, such as infant cereals and meals and drinks."
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,These baby foods contain carefully selected high-quality ingredients and are fortified with nutrients to meet the specific needs of infants in this important phase of life.
text,21,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We market our breast-milk substitutes in line with the aims and principles of the World Health Organization's International Code of Marketing of Breast-Milk Substitutes as implemented by governments.
text,21,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are the only breast-milk substitute manufacturer to be included in the FTSE4Good responsible investment index (see the Nestlé in society report).
text,21,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"BabyNes BabyNes is the first advanced nutrition system for infants and toddlers that offers age-specific, singleserve formulas for children up to the age of three years old."
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Prolonging pet companionship Nestlé Purina is addressing cognitive decline in pets using research techniques that focus on adding nutritional enhancements to pet food.
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Purina scientists, veterinarians and nutritionists have been studying the effects of ageing on pets since 1986, when Purina began the breakthrough 'Lifespan Study' of canine diets."
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Around age seven a dog's glucose metabolism in the brain begins to change, which can affect memory, learning, awareness or decision-making."
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our scientists have discovered that medium chain triglycerides (MCTs) in certain botanical oils can be used as an additional alternative source of energy for the brain in these ageing dogs.
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our scientists have also developed a proprietary brain protection blend that includes fish oil to promote cognitive function in cats and dogs.
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Extensive testing in cats and dogs demonstrated improved cognitive and learning ability in pets fed this blend.
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nutritional benefits Purina Pro Plan Bright Mind helps support cognitive function in pets. Better together Nestlé Purina PetCare hosted its second 'Better with Pets' summit in New York as a forum for discussing a range of pet care issues.
text,22,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The one-day event brought together opinion leaders from across the pet world, including retailers, bloggers, veterinary practitioners, leading animal welfare groups, and, of course, pet-lovers and owners."
text,24,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Purina's research has involved developing neuron-targeted nutrition with a blend of nutrients sourced from vegetable oils, such as coconut oil, to help improve memory function in older dogs."
text,24,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Helping ageing dogs maintain brain health We understand the need for good nutrition to live healthily, so it's imperative that pet owners are aware of similar nutritional breakthroughs available for their pets that help slow the changes associated with ageing."
text,24,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Purina scientists, veterinarians and nutritionists have been studying the effects of ageing on pets since 1986, when Purina began the breakthrough 'Lifespan Study' to look at canine diets."
text,24,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé Purina's recent work addresses cognitive decline in pets by using research techniques that focus on adding nutritional enhancements to pet food.
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Water at the well In 2014, we renewed a long-standing collaboration with the International Federation of Red Cross and Red Crescent Societies, with a particular focus on improving rural communities' access to water."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Presidential greeting Then-President of the Swiss Confederation, Didier Burkhalter, is greeted by Peter Brabeck-Letmathe, Nestlé Chairman, at the 2014 Creating Shared Value Forum in Switzerland."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Creating Shared Value - our way of doing business It is our fundamental belief that for a company to prosper over the long term we need to create value for shareholders while at the same time creating value for society.
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We call this Creating Shared Value. In the Nestlé in society report we detail our progress towards meeting our 38 Creating Shared Value commitments (including three new ones for 2014).
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"These commitments, which we introduced in 2013, make it possible for stakeholders to hold us accountable, while at the same time encouraging our management, and all our employees, to achieve continuous improvement."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Creating Shared Value requires compliance with the highest standards of business practice, including international codes and standards as well as our own."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Global companies like Nestlé have a role to play and can make a valuable contribution to the efforts to address some of the critical issues the world faces, such as food security, nutrition and health, water, sustainability and human rights."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our Creating Shared Value approach focuses the business on the long term, where the success of society and economic activity are intertwined and mutually reinforcing."
text,25,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014, at our sixth Creating Shared Value Forum, held in Switzerland, participants discussed how civil society and the private sector could work in partnership to strengthen and speed up sustainable development, focusing on the key areas of nutrition, water and rural development."
text,25,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"""We believe that there should be universal access to truly safe, not only improved, drinking water by 2025."" Peter Brabeck-Letmathe, Nestlé Chairman, addressing the CSV Forum."
text,25,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Bees make honey The 2014 Nestlé Creating Shared Value prize was awarded to Honey Care Africa, an East African fair trade honey company, which works with farmers in South Sudan."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Another research breakthrough A researcher at the Nestlé System Technology Centre in Orbe, Switzerland, where many Nestlé technology systems have originated, including Nespresso VertuoLine."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nespresso VertuoLine - a coffee revolution for North America Nestlé Nespresso's revolutionary system - VertuoLine - was launched in 2014 in the US and Canada.
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It brews long cups, matching North American preferences, as well as authentic espresso. The new system introduces Centrifusion technology to achieve a high level of precision, using bar-code recognition to adjust the extraction parameters for each Grand Cru coffee, delivering the perfect cup."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"VertuoLine is pioneering a new segment of highest-quality, long-cup, freshly-brewed coffee. It brings the quality seal of espresso, the crema, to the world of freshly-brewed long-cup coffee."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,It is the most important innovation breakthrough for Nestlé Nespresso since the invention of portioned coffee in 1986.
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"VertuoLine features a new line of 12 Grands Crus, eight large-cup coffees and four espresso blends."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The machine is sold directly to consumers through the network of Nespresso boutiques, over the phone and online and at selected North American retailers."
text,26,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The VertuoLine rotates the coffee capsule 7000 times a minute to extract every drop of flavour.
text,26,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Ensuring a sustainable supply of the best quality coffee is a top priority for Nespresso The Nespresso AAA Sustainable Quality Programme, developed with the Rainforest Alliance, was launched in 2003."
text,26,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,It aims to secure the highest sustainable quality coffee for Nespresso's Grands Crus while helping to improve the livelihoods of coffee farmers and their families through support and training.
text,26,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nespresso pays above-market prices for its coffee beans, as part of its commitment in the programme."
text,28,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Nespresso story began with a simple idea: enable anyone to create the perfect cup of espresso coffee, just like a skilled barista."
text,28,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"From its beginning in 1986, Nespresso has redefined and revolutionised the way millions of people enjoy their espresso coffee."
text,28,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The entire Nespresso system - the interaction of the Nespresso aluminium capsule with the Nespresso machine - is designed to ensure the highest quality that has made Nespresso the reference point in the portioned coffee sector and one of the fastest-growing global food and beverage brands.
text,28,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Continuing to deliver the highest-quality espresso coffee through Nespresso Nespresso's new coffee technology is delivering both American-style large-cup coffee and espresso to North American consumers.
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Across the world societies are getting older and the burden of healthcare costs is increasing.
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"More than ever there is a need for safe, effective and affordable solutions to help people stay healthy."
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our understanding of the importance of good nutrition to help manage health and treat disease continues to grow.
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We will play our part in addressing the issues the world faces with the strategy we set out some time ago: expanding the boundaries of Nutrition, Health and Wellness, investigating the role of diet and nutrition in health, and innovating and renovating constantly to provide effective solutions based on science."
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Building on the strong foundation of our food and beverages business we will expand our portfolio to provide promising platforms for future growth.
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We also need to attract and retain the best talent: we are pleased that regularly Nestlé is ranked as one of the best global employers, but we are not complacent."
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We work hard to offer our staff the opportunity to grow and develop throughout their careers.
text,29,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We report on the result of our efforts in these pages; in nutrition, in sustainable production, workplace policies and more."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Changing the course of health Nestlé Health Science is a company engaged in advancing the role for nutritional therapy in the management of people's health through investing in innovation and leveraging leading edge science.
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"By 2020, one billion people in the world will be over 60, increasing the burden on society from obesity and chronic diseases."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,It is estimated global healthcare costs could rise to between USD 5-10 trillion by the end of the decade.
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"At the same time scientific understanding of health, disease and the potential of nutrition is growing."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Health Science aims to champion the role of nutritional therapies that have proven clinical and health economic value, and improve the quality of people's lives."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The company focuses on three areas: Consumer Care, which aims to address specific health conditions with an emphasis on enhancing 'healthy ageing'; Medical Nutrition, which supplies hospitals and other healthcare facilities; and Novel Therapeutic Nutrition, which works on new nutritional therapies (including prescribed medicines) for specific diseases and conditions that would be administered by a health professional."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Health Science products Nestlé Health Science has a range of nutrition solutions, diagnostics, devices and drugs that target health areas, such as paediatric and acute care, metabolic and obesity care, healthy ageing, and gastrointestinal and brain health."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Technology health product hub The Product Technology Centre in Konolfingen, Switzerland, develops and manufactures a range of products for Nestlé Health Science."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Young at heart Meritene, launched in Europe, is a nutritional range targeting age-related health challenges."
text,30,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé Institute of Health Sciences is involved in over 170 research collaborations with more than 60 partners.
text,31,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé Health Science is supported in its work by the Nestlé Institute of Health Sciences (NIHS) which undertakes fundamental scientific research into how nutrition can be used to empower people to improve and maintain their health.
text,31,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"NIHS research teams are providing greater insight into how our environment, diet and lifestyle intersect with our genetic make-up, gut microorganisms, metabolism and nutritional status to determine our health."
text,31,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,NIHS has established the first complete essential nutrient profiling platform for accurate analysis of nutrient status.
text,31,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Thanks to the development of digital applications that capture dietary intake, the institute can now combine the information about the nutritional content of diet with measurements in people's blood."
text,31,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"This research offers the prospect of developing personalised nutrition products, including dietary recommendations. It has also built a natural products screening platform to discover compounds that may already exist in diets around the world and which can be used to improve metabolic and ageing health."
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Special milk for seniors Nestlé's Jian Xin Double Care, a specially designed milk to enhance heart and bone health for middle-aged and senior adults, was launched in China in December 2013."
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The product contains phytosterols, which lower LDL ('bad') cholesterol, as well as calcium and vitamin D."
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The brand raises awareness of heart health with in-store health checks and offers toll-free phone contact with doctors to discuss cardiovascular health.
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé biscuits Nestlé Fitness biscuits are wholegrain cereal-based snacks low in fat and calories. After just three years, Nestlé Fitness biscuits hold the number one position in Brazil's healthy biscuit segment."
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The biscuits are sold across South America and in Israel. Close concentration A scientist at work in the Nestlé Institute of Health Sciences, located on the EPFL campus near Lausanne, Switzerland."
text,31,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Fortified morn Golden Morn is a ready-to-eat breakfast cereal sold in Nigeria, made of maize or millet, and fortified with micronutrients vitamin A and iron."
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The initiative has two aims - to recruit and develop the next generation of Nestlé leaders and to help young people with the transition from education to work.
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"For the Nestlé Needs YOUth programme in Europe, where one in four people under the age of 25 is unemployed, we pledged to offer 20 000 jobs, apprenticeships and traineeships over three years, and establish readiness for work activities across our operations."
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are well on schedule to achieve this with 11 832 job and training opportunities created by the end of 2014 and around 1600 readiness for work events completed.
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We built on the success of this initiative in 2014 by establishing the Alliance for YOUth, a collaboration with around 200 other companies, to scale up and coordinate our efforts to tackle youth unemployment."
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The efforts of the Alliance for YOUth will result in the creation of more than 100 000 opportunities for young people in Europe.
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We will continue to lead the initiative to help tackle youth unemployment in Europe and globally, offering young people the chance of a more secure and productive future."
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Hiring young talent A group of newly-hired Nestlé employees in Greece, where we launched our European Employment Initiative in 2013."
text,32,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Rates of unemployment in the country are among the highest in Europe.
text,34,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The Nescafé Dolce Gusto factory in Germany is among the many Nestlé sites in Europe hiring young talent.
text,34,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Extending new job opportunities to European youth Helping young people become better prepared to enter the professional world and to improve their chances in a challenging job market is one of the great public policy issues in Europe today.
text,34,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"With youth unemployment in Europe at over 20%, we are committed to working hand in hand with policymakers and the education sector to foster both employability and job creation."
text,34,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Building on our efforts, around 200 companies have now joined forces with us to tackle protracted joblessness among young people in Europe."
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"""Nestlé builds success and our culture on strong diversity. We will accelerate gender balance. Women represent 80% of our consumer spending decisions. 60% of graduates in the EU and USA are women."
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Improving gender balance will enrich our leadership and improve consumer understanding."" Paul Bulcke, Nestlé Chief Executive Officer Gender balance and diversity We want to create a workplace culture that provides equal opportunities for everyone and ensures that people are always treated with dignity and respect."
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our talent pool should reflect the societies in which we operate and promoting gender balance and diversity makes good business sense.
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We believe that different ways of thinking complement each other and lead to better decisions being made.
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Diverse teams are more creative, inclusive and competitive, and better reflect the markets we serve."
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are a growing business and we need to recruit and nurture the best qualified people.
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,This is not just about meeting a talent gap or the expectations of regulators. Gender balance and diversity strengthen our business.
text,35,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014, 33.5% of our managers were women, up from 31% in 2013. We promote gender balance by focusing on awareness and education, flexible working, mentoring and mobility solutions."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"However, more remains to be done. Removing all gender-related barriers to women reaching top management positions is a priority for the company."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Quotas are not the answer. We prefer to take strategic decisions with the pri - mary goal of increasing the diversity and gender balance of our talent pool, but always promoting the best qualified person for each role."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We recognise too that we have responsibilities to promote gender balance and diversity in our supply chains.
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We have taken steps, such as our work with the Fair Labor Association on the role of women in the communities that supply us with cocoa, to increase women's participation in these areas in a sustainable way."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Since we signed the United Nations Women's Empowerment Principles, a set of seven steps that businesses can take to advance gender equality and empower women, more than 700 000 women around the world have been empowered with the support of Nestlé's programmes through education and other means."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Ongoing learning The training sessions at the Rive-Reine international training centre in Switzerland provide additional education and training opportunities to Nestlé employees.
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Helping protect women in the workplace The Infant Nutrition team in India was looking to increase women in the field force, especially since they would be able to bring their personal insights and experience to the table."
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,A number of factors had to be considered in hiring women as a part of the field force.
text,35,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,These were both cultural and logistical: safety of women during their travel and stay across locations being of prime importance.
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Today our people are carrying out 170 water-saving projects in Nestlé factories, which will save around 3.6 million cubic metres of water."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Zero water - reducing water use in Mexico In 2014, we transformed a dairy factory in Mexico into the company's first 'zero water' manufacturing site in the world."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Cow's milk is 88% water, so by extracting some of it to use in the factory's systems, we are saving enough water to meet the average daily consumption of 6 400 people in the surrounding area."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The new technology used at the factory in Jalisco, Mexico, heats milk at low pressure to remove some of the water."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The resulting steam is then condensed and treated and used to clean machines. It is then recycled and used again.
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The process reduces by 15% the total amount of water used by Nestlé Mexico. Work is now underway to deploy similar technology in five other manufacturing sites in water stressed areas around the world.
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It is just one of a number of water-saving initiatives we have introduced in recent years, allowing us to reduce total water withdrawal in absolute terms by almost one third in the last decade."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Safety at top of priority list In March 2014, we opened the Nestlé Food Safety Institute in Beijing, China."
text,36,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The new centre has three objectives: to collaborate with Chinese universities, research institutes and regulatory authorities in food safety research; to increase our ability to assess risks, anticipate problems and provide accurate information in any food safety situations; and to engage on scientific communication and food safety training."
text,36,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The water resource savings at the factory are equivalent to the volume needed per day to fill an Olympicsize swimming pool.
text,38,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé is deeply integrated into people's lives with many buying our products on a daily basis.
text,38,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"This gives us opportunities to contribute meaningfully to their quality of life. It is what our promise of Good Food, Good Life is all about: offering the best tasting, healthiest choices across a wide range of food and beverages, from morning to night and throughout life, helping people to live more enjoyable, healthy lives."
text,38,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"However, today, even brands that enjoy a high level of loyalty and trust need attentiongrabbing, engaging consumer communication to ensure they remain relevant to consumers."
text,38,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Therefore, excellence in brandbuilding discipline and conviction about the importance of strong, sustainable brand equity is more important than ever, especially in an increasingly complex and crowded digital world."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Pure Life, launched in 1998, is available in 41 countries from 56 production sources."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It became the first bottled water brand to carry the Nestlé name, strengthening our NHW strategy."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The brand was introduced in Europe in 2000 as Nestlé Aquarel, where it adopted a multi-source model."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Today, Nestlé Pure Life is available as still and sparkling water in a variety of bottle sizes, from bottles that are small enough for a child to hold, to bigger sizes for a family, or for an office."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2010, Nestlé Pure Life became the top-selling bottled water in the United States, where it is the standard bearer for the Drink Better."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Live Better. movement to promote drinking water as a natural, healthier, low-calorie option for hydration."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In our healthy hydration communication, we emphasise the needs of families, and specifically mothers and caregivers."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Water is the best way to hydrate, and we want to safeguard healthy habits in future generations."
text,40,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Nestlé Pure Life is the world's top-selling water brand by value and our biggest bottled water brand.
