company,paragraph
Unilever_2014_131,"Unilever’s Aisles of Joy initiative, based on the Wall’s brand, drives in-home consumption of ice cream around desserts and special occasions. It is a good example of our go-to-market expertise to ensure that Unilever brands enjoy best positioning and visibility in stores which drives ice cream sales growth."
Unilever_2014_132,Aisles of Joy has been rolled out across both developed and emerging markets. In Europe a partnership with Carrefour saw 400 stores adopt Aisles of Joy.
Unilever_2014_133,"Home Care is a €9.2 billion category with nearly 80% of sales coming from emerging markets, making it well positioned for long-term growth. Its products cover fabric cleaning, with €1 billion brands such as Omo and Surf, as well as fabric conditioners such as Comfort, and household care including Domestos – a product which typifies the success of Unilever’s brands with purpose."
Unilever_2014_134,"The category has delivered strong top line performance consistently, with growth averaging 8.1% per annum over the last four years. Even in the tough operating conditions of 2014, it has had an underlying sales growth of 5.8%, well ahead of the market. The growth has been broad based, with our household care business continuing its strong performance, as we continued to expand our presence across markets. Laundry also grew strongly, with our biggest laundry brand Omo entering the Gulf markets in 2014."
Unilever_2014_135,"Pureit, our water purification business, continued to make rapid strides, with an underlying sales growth of 20%. The acquisition of the Qinyuan business adds to our capabilities in this area, giving us greater scale and presence in China."
Unilever_2014_136,"However, overall category margins were under pressure, due to a combination of competitive battles and currency devaluation in the emerging markets, which together had a significant impact on our costs."
Unilever_2014_137,The category’s strategic role is to increase the value it generates for Unilever by continuing to grow ahead of the market while increasing our operating margins over time.
Unilever_2014_138,"We are well positioned for growth as we look to cater to the opportunities that emerge as a result of global trends. Our footprint and strong competitive position in emerging markets are strong tailwinds and we are identifying segments that emerge. One such segment is wash additives, a segment which is already approximately 12% of the fabric cleaning market in some parts of the developed world and one we have entered in 2014 in Brazil."
Unilever_2014_139,"Opportunities to upgrade consumers to newer benefits and more convenient formats not only drive growth, but also increase our operating margins by improving the mix of products we sell. A continued focus on delivering our low-cost business model, which unlocks savings across our entire operations, will also contribute to margin expansion, giving us the confidence that we can deliver on our strategic role of increasing the value we generate for Unilever."
Unilever_2014_140,"In laundry, we are rolling out our concentrated liquid brands in eco-packs which drive growth, increase the benefit we deliver to our consumers and improve our profitability, while at the same time reducing our environmental impact."
Unilever_2014_141,"Eco-packs use less plastic, meaning up to 70% less plastic used and a 50-85% reduction in greenhouse gases per consumer use. Simultaneously, a reduction in plastic packaging delivers  a significant cost saving, allowing us to pass on lower costs to our consumers  
and improve the category profitability. Overall, eco-packs have a significantly lower impact on the environment compared to traditional packaging."
Unilever_2014_142,"In September 2015 the UN will agree a new set of Sustainable Development Goals. In December Paris hosts the next major UN Climate Change Summit. The close link between human development and climate will focus the world on growth that is more inclusive, sustained and sustainable."
Unilever_2014_143,"With this in mind, in 2014 Unilever examined where it can bring about improvements on a larger, societal scale by creating transformational change in key areas relevant to our business. These are: • the elimination of deforestation; • championing sustainable agriculture and the development of smallholder farmers; and • improving health and hygiene through handwashing, safe drinking water and sanitation."
Unilever_2014_144,"Later in this section we have highlighted new, related areas of Unilever activity under way in 2014 that are of broad benefit to society, including our work on behalf of women, which will continue to develop in the next few years."
Unilever_2014_145,"Sustainability is an integral part of our business model. It meets growing consumer preference for responsible consumption and retailers’ own sustainability targets. It acts as a catalyst for innovation, thus developing new markets, and is an inspiration to Unilever’s current and future employees."
Unilever_2014_146,"Alleviating social problems, such as the lack of effective sanitation, safe drinking water and related hygiene issues, helps communities while increasing sales of brands like Domestos, Pureit and Lifebuoy."
Unilever_2014_147,Access to sustainable and plentiful raw materials reduces volatility and mitigates risk. More efficient use of energy and the development of packaging with less plastic  further reduces costs. Brand reputation is defended and enhanced.
Unilever_2014_148,"Unilever is one of the world’s biggest buyers of palm oil as a raw material for use in a number of our Foods and Personal Care brands. Palm oil is recognised as one of the four major commodities driving deforestation, which contributes up to 15% of the world’s greenhouse gas emissions."
Unilever_2014_149,"We have committed to source 100% of our palm oil sustainably from certified, traceable sources by 2020. We also set ourselves the ambition that, by the end of 2014, all the palm oil we buy would be traceable to known sources. On that ambition we still have work to do but we have achieved a significant milestone in our European Foods business."
Unilever_2014_150,"In June 2014 Unilever, along with fellow members of the Consumer Goods Forum, called on heads of state for a binding global climate change deal. In September 2014 we helped facilitate the New York Declaration on Forests at the UN Climate Summit where more than 170 governments, companies and NGOs pledged to cut forest loss by half by 2020, end it by 2030 and restore 350 million hectares of degraded land."
Unilever_2014_151,"Also in the same month, Unilever and the World Resources Institute announced a partnership aimed at increasing transparency in agricultural commodity supply chains. This will enable Unilever and our suppliers to use the Global Forest Watch Commodities platform to monitor forest cover change around commodity supply areas and processing facilities such as palm oil mills."
Unilever_2014_152,"Unilever’s work in moving from commitment to action in combating deforestation has been recognised. In November, we were ranked joint first for corporate action on tackling deforestation in our sector by CDP, formerly the Carbon Disclosure Project. The CDP report was produced on behalf of 240 investors, who together represent US $15 trillion in assets, and analysed the disclosures of 152 companies from around the world. It said: “Companies that regularly respond to CDP’s forests program are now identifying many more opportunities available to them, including securing their supply chain against the risks associated with deforestation and commodity sourcing. This in turn is helping to secure shareholder value.”"
Unilever_2014_153,In 2014 we were able to announce a significant achievement that by the end of the year all palm oil directly sourced for Unilever’s European Foods business was close to 100% traceable and certified sustainable (over 98% in December 2014 and on track to be 100% by the end of March 2015).
Unilever_2014_154,"On a global level Unilever is working hard to drive transparency in the palm  oil supply chain. We now have visibility of about 1,800 crude palm oil mills, representing around two thirds of all mills in the global palm oil industry. We can also demonstrate traceability to a consumer product, which five years ago appeared unachievable. This represents a considerable breakthrough for Unilever and the food industry generally "
Unilever_2014_155,Unilever is determined to work with the palm oil industry to drive deforestation out of its supply chain. Knowing the origin of palm oil is vital to halt deforestation.
Unilever_2014_156,"We want to build on our progress in Europe by repeating the achievement internationally. One of the next steps is our new processing plant in Sei Mangke, Indonesia. The plant is a significant investment to source palm oil from known and certified sources for our global use."
Unilever_2014_157,"In 2014 Unilever enhanced its Unilever Sustainable Living Plan (USLP) by introducing new pillars to its goal of enhancing livelihoods. These were: fairness in the workplace, where we will advance human rights across our operations and extended supply chain; opportunities for women, where we will empower 5 million women by 2020; and inclusive business, where we will have a positive impact on the lives of 5.5 million people by 2020."
Unilever_2014_158,This latter commitment includes improving livelihoods of smallholder farmers and links directly to our USLP goal of reducing our environmental impact through sustainable sourcing
Unilever_2014_159,Around half of Unilever’s raw materials come from farms or forests so sustainable agriculture is a strategic priority.
Unilever_2014_160,Smallholder farmers produce 70% of the world’s food and make up 85% of the world’s farmers. Most grow their crops on less than two hectares and are often cut off from training so lack knowledge of how to maximise incomes by improving their agricultural practices. Many of our smallholder farmers are women.
Unilever_2014_161,"Through our own supply chain, our suppliers and our NGO partners, we are providing help and training to 800,000 smallholders to enable them to adopt sustainable practices. This helps them to increase yields, increase profits, invest and become more competitive while Unilever benefits from better yields, sustainably produced crops and security of raw material supply. However, assessing the impact of our programmes on farmers’ livelihoods is a complex area and our challenge is to find a practical and  cost-effective means to demonstrate this."
Unilever_2014_162,Our Unilever Sustainable Agriculture Code is used by our own suppliers to drive these improvements but it is also a benchmark for other companies and organisations encouraging broader change.
Unilever_2014_163,"In February 2014 we signed a five-year partnership with the International Fund for Agricultural Development (IFAD) to improve the livelihoods of smallholder farmers. Signed by IFAD President Kanayo F Nwanze and our CEO, Paul Polman, the partnership aims to help improve food security, by raising agricultural productivity and linking farmers to markets."
Unilever_2014_164,"In January 2014, we signed a partnership with our supplier, Symrise, and overseas development agency GIZ to source vanilla from Madagascar. The programme is set to benefit 4,000 farmers in 32 villages."
Unilever_2014_165,"In 2014 we published our Responsible Sourcing Policy (RSP). The RSP embodies our commitment to conduct business with integrity, openness, and respect for universal human rights and core labour principles. The RSP breaks new ground by defining a ‘continuous improvement ladder’ to help our suppliers move from a base level of ‘do no harm’ to ‘good practice’ and ultimately up to ‘best practice’ and as such is intended progressively to replace our Supplier Code in our dealings with key suppliers. The new code has been introduced to the supply base through 
communications and engagement from 
Procurement, and also through targeted events in critical markets such as Brazil, China and Vietnam. "
Unilever_2014_166,"Unilever is one of the world’s biggest tea suppliers with brands such as Lipton, PG tips and Brooke Bond. We are helping to safeguard the world’s tea supply through an R&D programme to cultivate sustainable varieties."
Unilever_2014_167,"Our partnership with Nature Source Genetics uses plant breeding to meet global demand while supporting communities that rely on the crop for income. The aim is to enhance productivity, quality and overall sustainability, and help stem any decline in crop diversity that could limit its ability to withstand drought, disease and pests."
Unilever_2014_168,"In his first Independence Day address in 2014, Narendra Modi, India’s new Prime Minister, made a commitment that by 2019 every Indian would have access to a toilet. The promise highlights that about 2.5 billion people globally are without access to adequate sanitation, good hygiene and safe drinking water. There are still 46 countries in the world where less than half the population has access to adequate sanitation facilities. 800,000 children die every year from diarrhoea caused by unsafe water, and poor sanitation and hygiene."
Unilever_2014_169,"Transformational change is needed to combat these issues. Unilever is uniquely placed to help because of our expertise in consumer behaviour change, our global reach and our portfolio of health and hygiene brands, including Domestos, Lifebuoy and Pureit, our water purifier. However, bringing about widespread, sustainable behaviour change is not something we can do alone, so we need to work closely with governments, NGOs, academia and funding partners to increase our reach and impact."
Unilever_2014_170,"In 2014 we committed to help 25 million people gain improved access to a toilet by 2020. By helping people who donâ€™t have a toilet to get one and by promoting the benefits of using a clean toilet, we will open new markets and drive demand for our products."
Unilever_2014_171,"Lifebuoy has long championed the health benefits of handwashing with soap and aims to change the hygiene behaviour of 1 billion consumers across Asia, Africa and Latin America. To achieve this ambition, we have to find ways to scale up our programmes: we need to develop lower cost, mass-scale behaviour change approaches and expand our partnerships and co-investment models. Lifebuoy has enjoyed four years of sequential double-digit sales growth."
Unilever_2014_172,Women are the majority of our consumer base and their purchasing decisions are pivotal to our growth. They are strongly represented in our agricultural supply chains and in the distribution of our brands to market. At the same time we are a large employer and need the best available talent to succeed in our business goals.
Unilever_2014_173,"But women around the world face discrimination and disadvantage, lack access to skills and training, and face obstacles to economic participation."
Unilever_2014_174,"Our approach starts with respect for the rights of women, such as safety, and extends to their promotion as well as helping to develop skills and open opportunities, both in our own operations, where 43% of managers are women, and in our value chain."
Unilever_2014_175,To this end we are implementing the UN Womenâ€™s Empowerment Principles across our business. These principles reinforce the direct action we also taking as a business.
Unilever_2014_176,"For instance in Sekondi, Ghana, a three-day workshop by the Unilever Ghana Foundation taught 60 women how to think and act like entrepreneurs, coached them in bookkeeping procedures, and cash and working capital management. This brings to more than 700 the number of women trained in Ghana and supports Unileverâ€™s commitment to empower 5 million women by 2020."
Unilever_2014_177,"To date we have trained and recruited more than 3,400 women from nearly 1,100 villages in Pakistan as part of the Guddi Baji (â€˜Good Sisterâ€™) programme. This initiative helps increase sales as well as generating sustainable incomes for women through the sale of Unilever hygiene and personal care brands and through the provision of beauty services to other local women."
Unilever_2014_178,"In India, recruiting and training more women entrepreneurs (Shakti Ammas) were central to our rural expansion in 2014, reaching more remote villages."
Unilever_2014_179,"Our programmes also help young women and men. Our Wallâ€™s team has developed a youth employment programme, known as â€˜Feet on the Streetâ€™, to help tackle the youth jobless rate in Europe while driving our growth agenda by bringing ice cream to the streets. Wallâ€™s provides tools and equipment, such as trikes or push carts and freezers, to enable a micro-entrepreneur to run his or her own mini-business selling ice cream and also to provide young people with their first job experience. In Portugal, Spain and Italy, 250 seasonal jobs were also created to enhance livelihoods while boosting ice cream sales. Our ambition is to have 50,000 micro-entrepreneurs by 2020 with a potential contribution to turnover of more than â‚¬100 million."
Unilever_2014_180,"To achieve Unilever’s Vision of doubling the size of its business, reducing its environmental footprint and increasing its positive social impact, we need to ensure the talent in the business today can realise these ambitions in future."
Unilever_2014_181,"Some years ago we set three priorities for the development of our employees around the world. They were to: • build depth of capability and leadership; • live our values and build a performance culture; and • build an agile, flexible and diverse organisation."
Unilever_2014_182,"These priorities still underpin everything we do. Our people are also the embodiment of the Unilever Sustainable Living Plan (USLP) – without their commitment and belief, the business could not achieve the plan’s three main goals of improving health and well-being, reducing our environmental impact and enhancing livelihoods. More than 75% of employees say they can contribute to the USLP in their roles and help realise our Vision."
Unilever_2014_183,"Two growth drivers have been implementing a robust talent and leadership programme suitable for a business doubling in size, and developing the necessary skills for the business."
Unilever_2014_184,"We support these with activities that together develop Unilever’s capability and leadership, and make it an agile, flexible and diverse organisation with the right values and culture."
Unilever_2014_185,"Engagement scores among our managers who participated in our Global People Survey (GPS) in 2014 remain very high at 75%, while engagement across our whole employee population has risen by two percentage points to 77% since last measured in 2012."
Unilever_2014_186,Our status as Employer of Choice in the FMCG sector is at an all-time high. We enjoy this status in 32 countries around the world. This compares to just three in 2009 and 26 in 2013.
Unilever_2014_187,"This independent measure reveals our success at engaging with future leaders which has been driven in part by our Future Leaders League. This is a global competition in which universities around the world send a representative team of undergraduates to our Four Acres campus in Singapore. They are each set a demanding case study to run one of our brands, which in 2014 was TRESemmé, with a strong sustainability theme."
Unilever_2014_188,"All participants interact with senior management, including our CEO, Paul Polman, and receive first-hand insights into business and leadership. They learn what it’s like to contribute to a business and build ideas."
Unilever_2014_189,Future Leaders League started with teams from ten countries competing in 2013. In 2014 this was increased to teams from 22 countries.
Unilever_2014_190,"Critical to our success are leaders equipped to deliver our Vision and USLP. Our new leadership programme, UL2020, based at the Four Acres site, is designed to meet this need by developing leaders with the insight and imagination to anticipate the challenges and opportunities in the world of 2020."
Unilever_2014_191,"Guided and supported by some of the world’s top thought leaders, UL2020 identifies some of Unilever’s most critical challenges and asks small, diverse leadership teams to create solutions. These projects, called Purpose to Impact Initiatives, are structured programmes that deliver individual and wider business development consistent with our commercial and social aims."
Unilever_2014_192,"Recent programmes have focused on topics such as the Muslim consumer opportunity, leveraging mobile for our business, and linking business development and job creation. UL2020 is unlocking groundbreaking ways of working and new leadership skills, while delivering results that help to define our future."
Unilever_2014_193,"Every year, our people nominate ‘Unilever heroes’ for work that brings our Purpose to life. Anila Gopal, Global Social Mission Manager for Lifebuoy, based in India, is a Unilever hero. She is helping to run the world’s largest handwashing behaviour change programme that demonstrates how using soap could help save children from deadly, but preventable, diseases."
Unilever_2014_194,"Key to this initiative has been delivering the Fit To Win programme. Activity has taken place throughout the business to make it leaner, more agile and more efficient with resources aligned behind the growth priorities."
Unilever_2014_195,"We continued the implementation of Project Half for Growth which is how we have been simplifying the organisation and our work processes. It follows the principle of half the time, half the process, double the speed."
Unilever_2014_196,"We identified key internal processes where time and effort could be reduced. A significant saving was the time spent on Performance & Development Planning assessments. By reducing and simplifying the number of steps involved, we saved an estimated 200,000 employee hours."
Unilever_2014_197,"Elsewhere, over 2013-14, there has been a 51% reduction in the number of internal reports prepared for leadership teams, releasing time to focus on more productive activity. We also simplified the GPS which we ask all employees to complete annually, enabling us to cut the time individuals spent completing the survey significantly."
Unilever_2014_198,"In 2013 we successfully ran the Winning Together Campaign to drive more inclusive and efficient ways of working among teams in the organisation. Building on that, in 2014 we launched a second campaign called Time Saving Idea to make simplification a habit and encouraged employees to try simple time-saving ideas. As a result more than 10,000 ideas were tried and rated by our employees."
Unilever_2014_199,"During 2013-14 we completed 30 Talent & Organisation assessments in 69 countries, across four categories and three functions, to identify global themes and risks that need addressing and the capabilities required."
Unilever_2014_200,Key issues include replenishing the talent pipeline as we promote people. We need new talent in the business and to accelerate their development. We need to improve mid-career attrition and female attrition. Improved maternity programmes have been introduced to address this latter issue.
Unilever_2014_201,We also invested in building the capabilities of our people across the business.
Unilever_2014_202,"The Marketing Fit To Win programme put in place the DOIT approach which aims to drive greater interdependence and improved collaboration within the Marketing function. All our marketeers attended DOIT workshops to understand roles and relationships better. This is key to tackling barriers and achieving faster, brand-led growth."
Unilever_2014_203,"In the supply chain we have taken a broad approach to building capabilities for our employees. This includes a host of skills development programmes for blue and white collar employees. Training in core skills is mandatory across 130 roles. Skill assessments are completed every two years and the data is used to understand and address specific gaps across roles, capabilities and geographies."
Unilever_2014_204,"Our aim is to improve the safety and well-being not only of our employees, but also of the wider community in which Unilever operates, with our Vision Zero strategy – zero fatalities, zero injuries, zero motor vehicle accidents, zero process incidents, zero tolerance of unsafe behaviour and practices – serving as our foundation. To meet our commitments, we assess and reduce risk through a variety of programmes, including our continued work to address behaviour safety, process safety, safe travel and construction safety."
Unilever_2014_205,"In 2014, we introduced a step change in our Safe Travel programme. With more people on the road than ever before, including many in developing countries where there is a higher risk of car accidents, we released a revised and strengthened travel standard that 
includes programmes and strategies specifically targeted at high and medium risk locations. By the middle of 2015,  we will also have in place a mandatory global ban on using all hand-held and hands-free mobile phone devices while driving on company business."
Unilever_2014_206,"This year saw considerable advancement in our behavioural-based approach to health and safety, with 84% of our manufacturing and 38% of our non-manufacturing sites now having rolled out the first phase of the BeSafE programme. This includes training 79 master coaches and 91 trainers, who have in turn trained more than 1,840 employees."
Unilever_2014_207,"2014 also saw some challenges. Our overall safety performance, as measured by the Total Recordable Frequency Rate (TRFR), increased slightly from 1.03 to 1.05 per 1 million hours worked due to a spike in injury rates in the first quarter of the year. With a renewed focus on safety programmes and initiatives, in co-operation with our project partners, injury rates have been brought back down since the first quarter."
Unilever_2014_208,"Women are Unilever’s core consumers, controlling nearly two thirds of consumer spending, so it’s important that we represent them in our workforce. In fact, 2014 marks five years since we began the process of building an agile and diverse Unilever and making sure we have the right gender balance throughout the organisation."
Unilever_2014_209,"By the end of 2014, over 43% of our managers were women, up from 38% in 2010. The hard work we are doing to retain more women in our workforce by promoting flexible working, women’s networks, job shares and maternity and paternity support is paying benefit and will remain a focus area."
Unilever_2014_210,"As at 31 December 2014, around 117,559 (68%) of our global workforce of 172,471 employees were male and 54,912 (32%) female."
Unilever_2014_211,"However, challenges remain. We have not made sufficient progress among the top 110 executive managers in the business, a group where just under 20% are women. If you include employees who are statutory directors of the corporate entities whose financial information is included in the Group’s 2014 consolidated accounts in this Annual Report and Accounts, the number increases to 592 males and 157 (21%) females."
Unilever_2014_212,We are pleased though that 36% (five out of 14) of the Board are female which is over 40% of the Non-Executive Directors.
Unilever_2014_213,"In 2014 we paid particular attention to mental health initiatives. The rising incidence of mental ill health in the UK is reflected in our absence data. Help and support on nutrition, sleep, exercise and mindfulness all improve the day-to-day well-being of employees. A robust framework with support tools is now in place and is being rolled out across the organisation."
Unilever_2014_214,In 2014 we published our Human Rights Policy Statement which contains over arching principles which are embedded into our policies and systems.
Unilever_2014_215,We believe that business can only flourish in societies where human rights are protected and respected. We recognise that business has the responsibility to respect human rights and has the ability to contribute to a positive impact on human rights.
Unilever_2014_216,"This is an area of growing importance to our employees, shareholders, customers, consumers, the communities where we operate and civil society groups."
Unilever_2014_217,"There is therefore both a business and a moral case for ensuring that human rights are upheld across our operations and our value chain. In giving effect to our Human Rights Policy Statement, we continue to raise awareness, build capacity and engage with others to address root causes and provide remedies where needed."
Unilever_2014_218,"In 2014 we strengthened the enhancing livelihoods ambition of the USLP. An integral part of this is our implementation of the UN Guiding Principle on Business and Human Rights and our public reporting on this. We also committed to enhancing access to training and skills for women and to advancing women’s rights. A key aspect of this has been our safety programme for women and girls, with the involvement of men and boys, which we have begun at  our tea plantation in Kericho, Kenya, in response to reports of sexual harassment 
in 2013. The programme is being rolled out to other locations. More information on our progress on women’s rights is in the Society section on pages 22 to 24, with full details to be published in our Sustainable Living Report 2014 which will be found on  
www.unilever.com/sustainable-living  
in May 2015."
Unilever_2014_219,"This Strategic Report lays out how Unilever’s business works, the highlights of 2014 and the underlying importance of the Unilever Sustainable Living Plan (USLP), to ensure that our business will remain relevant to future generations of consumers and investors. The following pages reveal how this adds up to sustainable value for shareholders."
Unilever_2014_220,"Our financial growth model is based on applying all the levers of value creation. Underlying sales growth, core operating margin improvement and efficient financial management all contribute to growth in earnings per share and free cash flow, from which we pay dividends to our shareholders or reinvest in the business. We aim for these dividends to be attractive, growing and sustainable over time."
Unilever_2014_221,"Over the period 2010-14 underlying sales grew by an average of 4.9% per year, which was ahead of our markets, and core operating margin grew by an average of 0.25 percentage points per year. Core earnings per share has grown by an average of 9% per year at current exchange rates and 11% per year at constant exchange rates. We have delivered an average free cash flow of €3.5 billion. Dividends have increased by an average of 8% per year over this time."
Unilever_2014_222,"Underpinning our financial performance are our strong brands, with 13 €1 billion brands at our core, accounting for 53% of turnover, and 57% of our business is in the emerging markets which offer the greatest long-term growth opportunity. We have a ‘grow everywhere’ mindset with action in place to evolve our brand portfolio into more premium segments of existing markets, enter new geographies, and seek new consumers to add to the 2 billion we serve every day."
Unilever_2014_223,"Our growth model is enabled by a leaner, fitter, more agile Unilever, with costs being reduced through our supply chain efficiency programmes. These have been boosted by our low-cost business model initiative, which has delivered €450 million of savings since 2011"
Unilever_2014_224,Our supply chain was recognised in 2014 by Gartner as No.1 in the FMCG industry and the overall No.1 supply chain in Europe. Our go-to-market performance has sharpened. The on-shelf availability of our brands has improved 2.2% in 2014 with more than 8.5 million shops now enrolled in our Perfect Stores programme.
Unilever_2014_225,"Our award-winning marketing expertise has positioned us well in the most popular media channels, be they traditional print and broadcast, online video and social media, or creating our own content for distribution through mobile devices in emerging markets."
Unilever_2014_226,"Our long-term track record of delivery for shareholders continued during 2014 despite some significant challenges in the business environment. These included continued weak consumer demand in developed markets, slowing demand in emerging markets and currency devaluations in many countries. The resilience of our business and the broad nature of our brand portfolio and geographic reach enabled us to deliver a year of steady progress in slower markets."
Unilever_2014_227,"In a lower growth environment we stepped up our cost savings initiatives. We accelerated Project Half for Growth which is simplifying the business and reducing costs, particularly in overheads. As a result we were able to continue to invest in sustained brand and marketing investment and deliver underlying sales growth ahead of our markets and a further improvement in core operating margin."
Unilever_2014_228,We took action to reshape our portfolio to ensure we have the right mix of brands to address growth opportunities today and in the future
Unilever_2014_229,In June 2014 we sold the Ragu and Bertolli pasta sauces business in North America for approximately US $2.15 billion to Mizkan Group. In Europe we disposed of our meat snacks business to Jack Link’s. We also sold our Royal pasta brand in the Philippines for US $48 million and our Slim.Fast business in the US.
Unilever_2014_230,"On the acquisition front, in March 2014 we bought a majority stake in the Qinyuan Group, a leading Chinese water purification business. Qinyuan generated sales of €163 million in the year to 31 December 2014."
Unilever_2014_231,"In December 2014 we bought Talenti Gelato & Sorbetto in the US. Founded in 2003, Talenti has grown into the best-selling packaged gelato in the US with products made from the finest ingredients, using artisanal methods. Talenti generated sales of more than US $126 million in the year to 31 December 2014. We also committed to acquire the skin cleansing brands Camay, globally, and Zest outside North America and the Caribbean. Our Mexican market position will be a particular beneficiary of these deals."
Unilever_2014_232,"We are also taking action to make sure that we get the most out of our core business by making sharper choices within our existing category portfolio and addressing areas of under-performance. For example, we have set a clear target to double our core operating margin in Home Care over the coming years, as this is a category where profitability is relatively low. We also announced a new stand-alone business unit for European and North American spreads, where turnover has been declining. The new unit, called Baking, Cooking and Spreading, will be fully in place by the middle of 2015. It will bring greater focus, address new growth opportunities, and has a clear objective to stabilise sales while maintaining strong cash delivery."
Unilever_2014_233,"Turnover at €48.4 billion decreased 2.7%, including a negative impact from both foreign exchange, of 4.6%, and acquisitions net of disposals of 0.9%. Underlying sales growth was 2.9% (2013: 4.3%), balanced between volume growth of 1.0% (2013: 2.5%) and pricing of 1.9% (2013: 1.8%). Emerging markets, consistent at 57% of total turnover, were down 2.2% at reported exchange rates, with underlying sales growth of 5.7% versus 8.7% in the prior year. Developed markets underlying sales declined by 0.8%. Globally, our markets grew by around 2.5% with flat volumes."
Unilever_2014_234,"Core operating margin was up 0.4 percentage points to 14.5%. Gross margin declined by 0.2 percentage points to 41.4%. This was driven by increased costs in emerging markets, largely currency related, partly offset by pricing, savings and margin-accretive innovation. Commodity costs increased around 4%, at constant exchange rates, as devaluing currencies have imported inflation into local raw material production partially offset by cost savings."
Unilever_2014_235,Significant efficiencies in the cost of producing advertising allowed us to increase our share of spend while maintaining brand and marketing investment at 14.8%. Overheads were reduced by 0.6 percentage points largely due to saving initiatives such as Project Half for Growth and some favourable one-off items such as property sales in India.
Unilever_2014_236,"Operating profit was €8.0 billion, compared with €7.5 billion in 2013, up 6%. The increase was driven by non-core items which were a net credit of €960 million (2013: €501 million). Included within non-core items was the gain on disposal of the Ragu and Bertolli pasta sauces business and the Bifi and Peperami brands. We sold the Slim.Fast business and recognised an impairment charge of €305 million on the related assets within non-core items."
Unilever_2014_237,The cost of financing net borrowings in 2014 was €383 million versus €397 million in 2013. The average interest rate on borrowings was 3.5% and the average return on cash deposits was 3.8%. Pensions financing was a charge of €94 million versus a charge of €133 million in the prior year.
Unilever_2014_238,"The effective tax rate was 28.2%, higher than 26.4% in 2013 due to the impact of business disposals. Our longer term expectation remains around 26%."
Unilever_2014_239,"Net profit from joint ventures and associates, together with other income from non-current investments, contributed €143 million compared to €127 million in 2013. Diluted earnings per share for the full year was up 8% at €1.79. Core earnings per share were €1.61, up 2% from €1.58 in 2013 after a 9% currency headwind."
Unilever_2014_240,"We concentrate cash in the parent and central finance companies for maximum flexibility. These companies provide loans to our subsidiaries that are also funded through retained earnings and third-party borrowings. We maintain access to global debt markets through an infrastructure of short and long-term debt programmes. We make use of plain vanilla derivatives, such as interest rate swaps and foreign exchange contracts, to help mitigate risks. More detail is provided on pages 114 to 119 of our Governance and Financial Report."
Unilever_2014_241,"Approximately €1.7 billion (or 81%) of the Group’s cash and cash equivalents are held in foreign subsidiaries which repatriate distributable reserves on a regular basis. For most countries this is done through dividends free of tax. In a few countries we face cross-border foreign exchange controls and/or other legal restrictions that inhibit our ability to make these balances available in any means for general use by the wider business. The amount of cash held in these countries was €452 million (2013: €243 million, 2012: €220 million). The cash will generally be invested or held in the relevant country and, given the other capital resources available to the Group, does not significantly affect the ability of the Group to meet its cash obligations."
Unilever_2014_242,"We closely monitor all our exposures and counter-party limits. Unilever has committed credit facilities in place for general corporate purposes. The undrawn bilateral committed credit facilities in place on 31 December 2014 were US $6,550 million."
Unilever_2014_243,"Further details are set out in the Governance and Financial Report in the following notes to the consolidated financial statements: note 10 on pages 105 and 106, note 15C on pages 112 and 113, and note 20 on pages 124 to 125. Unilever is satisfied that its financing arrangements are adequate to meet its working capital needs for the foreseeable future. In relation to the facilities available to the Group, borrowing requirements do not fluctuate materially during the year and are not seasonal."
Unilever_2014_244,"NON-GAAP MEASURES Certain discussions and analyses set out in this Annual Report and Accounts include measures which are not defined by generally accepted accounting principles (GAAP) such as IFRS. We believe this information, along with comparable GAAP measurements, is useful to investors because it provides a basis for measuring our operating performance, ability to retire debt and invest in new business opportunities. Our management uses these financial measures, along with the most directly comparable GAAP financial measures, in evaluating our operating performance and value creation. Non-GAAP financial measures should not be considered in isolation from, or as a substitute for, financial information presented in compliance with GAAP. Non-GAAP financial  measures as reported by us may not be comparable with similarly titled amounts reported by other companies. "
Unilever_2014_245,"Underlying sales growth (USG) refers to the increase in turnover for the period, excluding any change in turnover resulting from acquisitions, disposals and changes in currency. The impact of acquisitions and disposals is excluded from USG for a period of 12 calendar months from the applicable closing date. Turnover from acquired brands that are launched in countries where they were not previously sold is included in USG as such turnover is more attributable to our existing sales and distribution network than the acquisition itself."
Unilever_2014_246,"During the year Unilever faced an increasingly challenging external environment. In addition to fierce competition, we also saw weakening consumer demand across many parts of the world and increasing external volatility. The business responded to the combination of these events with resilience by heightening focus on cost control and margin improvement. Although our overall underlying sales growth lowered to 2.9% we continued to outperform our markets, as we have done consistently since Paul Polman’s appointment as CEO. Through rigorous control of overheads, we delivered a core operating margin improvement of 0.4 percentage points despite adverse currency movements. With the quality of these results in mind, the Committee exercised its judgement to uplift the annual bonus outcome from 68% to 80% of target and decided to pay a bonus of 132% of salary (66% of maximum) to the CEO, Paul Polman, and a bonus of 88% of salary (59% of maximum) to the CFO, Jean-Marc Huët. The Committee believes that these awards fairly reflect the performance delivered in 2014. This consistency in performance delivery, now established over the last six years, shows that Unilever is building a more resilient company. We are better able to withstand the challenges of an increasingly uncertain business environment because we are moving towards a business model with long-term sustainability at its core."
